ID,Prob1
16568, 0.18
16569, 0.24
16570, 0.34
16571, 0.44
16572, 0.27
16573, 0.79
16574, 0.42
16575, 0.18
16576, 0.34
16577, 0.23
16578, 0.50
16579, 0.20
16580, 0.13
16581, 0.90
16582, 0.24
16583, 0.22
16584, 0.15
16585, 0.53
16586, 0.52
16587, 0.12
16588, 0.26
16589, 0.30
16590, 0.21
16591, 0.34
16592, 0.18
16593, 0.40
16594, 0.43
16595, 0.27
16596, 0.48
16597, 0.27
16598, 0.71
16599, 0.10
16600, 0.19
16601, 0.64
16602, 0.18
16603, 0.25
16604, 0.21
16605, 0.63
16606, 0.34
16607, 0.86
16608, 0.14
16609, 0.74
16610, 0.26
16611, 0.32
16612, 0.62
16613, 0.36
16614, 0.42
16615, 0.28
16616, 0.27
16617, 0.20
16618, 0.29
16619, 0.10
16620, 0.09
16621, 0.17
16622, 0.17
16623, 0.72
16624, 0.50
16625, 0.29
16626, 0.19
16627, 0.31
16628, 0.36
16629, 0.35
16630, 0.10
16631, 0.21
16632, 0.26
16633, 0.53
16634, 0.54
16635, 0.63
16636, 0.26
16637, 0.43
16638, 0.15
16639, 0.54
16640, 0.53
16641, 0.22
16642, 0.60
16643, 0.47
16644, 0.21
16645, 0.28
16646, 0.05
16647, 0.21
16648, 0.53
16649, 0.34
16650, 0.18
16651, 0.95
16652, 0.52
16653, 0.84
16654, 0.53
16655, 0.54
16656, 0.18
16657, 0.15
16658, 0.41
16659, 0.34
16660, 0.22
16661, 0.34
16662, 0.32
16663, 0.43
16664, 0.41
16665, 0.45
16666, 0.09
16667, 0.46
16668, 0.09
16669, 0.09
16670, 0.34
16671, 0.69
16672, 0.43
16673, 0.16
16674, 0.20
16675, 0.28
16676, 0.71
16677, 0.27
16678, 0.58
16679, 0.21
16680, 0.20
16681, 0.18
16682, 0.80
16683, 0.40
16684, 0.58
16685, 0.42
16686, 0.58
16687, 0.53
16688, 0.58
16689, 0.37
16690, 0.53
16691, 0.62
16692, 0.26
16693, 0.27
16694, 0.46
16695, 0.78
16696, 0.23
16697, 0.74
16698, 0.53
16699, 0.12
16700, 0.43
16701, 0.41
16702, 0.22
16703, 0.72
16704, 0.19
16705, 0.24
16706, 0.05
16707, 0.52
16708, 0.21
16709, 0.09
16710, 0.06
16711, 0.25
16712, 0.26
16713, 0.17
16714, 0.36
16715, 0.65
16716, 0.51
16717, 0.05
16718, 0.94
16719, 0.19
16720, 0.31
16721, 0.25
16722, 0.36
16723, 0.33
16724, 0.14
16725, 0.31
16726, 0.61
16727, 0.49
16728, 0.18
16729, 0.27
16730, 0.18
16731, 0.58
16732, 0.53
16733, 0.12
16734, 0.33
16735, 0.60
16736, 0.63
16737, 0.59
16738, 0.70
16739, 0.37
16740, 0.27
16741, 0.37
16742, 0.18
16743, 0.74
16744, 0.37
16745, 0.10
16746, 0.64
16747, 0.14
16748, 0.20
16749, 0.61
16750, 0.35
16751, 0.22
16752, 0.56
16753, 0.16
16754, 0.32
16755, 0.60
16756, 0.36
16757, 0.29
16758, 0.21
16759, 0.47
16760, 0.18
16761, 0.35
16762, 0.31
16763, 0.85
16764, 0.21
16765, 0.10
16766, 0.24
16767, 0.45
16768, 0.30
16769, 0.28
16770, 0.26
16771, 0.22
16772, 0.37
16773, 0.25
16774, 0.29
16775, 0.51
16776, 0.23
16777, 0.42
16778, 0.50
16779, 0.20
16780, 0.31
16781, 0.24
16782, 0.60
16783, 0.50
16784, 0.53
16785, 0.32
16786, 0.35
16787, 0.28
16788, 0.16
16789, 0.79
16790, 0.90
16791, 0.34
16792, 0.35
16793, 0.08
16794, 0.20
16795, 0.69
16796, 0.19
16797, 0.09
16798, 0.44
16799, 0.18
16800, 0.03
16801, 0.51
16802, 0.72
16803, 0.32
16804, 0.46
16805, 0.54
16806, 0.94
16807, 0.20
16808, 0.24
16809, 0.20
16810, 0.40
16811, 0.24
16812, 0.77
16813, 0.84
16814, 0.22
16815, 0.30
16816, 0.06
16817, 0.09
16818, 0.18
16819, 0.22
16820, 0.21
16821, 0.11
16822, 0.20
16823, 0.17
16824, 0.52
16825, 0.19
16826, 0.09
16827, 0.51
16828, 0.24
16829, 0.43
16830, 0.12
16831, 0.17
16832, 0.38
16833, 0.56
16834, 0.52
16835, 0.59
16836, 0.54
16837, 0.25
16838, 0.15
16839, 0.14
16840, 0.49
16841, 0.44
16842, 0.39
16843, 0.70
16844, 0.21
16845, 0.30
16846, 0.71
16847, 0.46
16848, 0.06
16849, 0.41
16850, 0.75
16851, 0.15
16852, 0.28
16853, 0.29
16854, 0.23
16855, 0.20
16856, 0.32
16857, 0.23
16858, 0.36
16859, 0.60
16860, 0.66
16861, 0.40
16862, 0.37
16863, 0.32
16864, 0.41
16865, 0.19
16866, 0.23
16867, 0.52
16868, 0.28
16869, 0.27
16870, 0.83
16871, 0.42
16872, 0.25
16873, 0.21
16874, 0.29
16875, 0.45
16876, 0.10
16877, 0.47
16878, 0.34
16879, 0.18
16880, 0.15
16881, 0.37
16882, 0.33
16883, 0.21
16884, 0.13
16885, 0.46
16886, 0.36
16887, 0.20
16888, 0.19
16889, 0.13
16890, 0.58
16891, 0.60
16892, 0.16
16893, 0.27
16894, 0.36
16895, 0.23
16896, 0.07
16897, 0.22
16898, 0.58
16899, 0.20
16900, 0.05
16901, 0.32
16902, 0.79
16903, 0.12
16904, 0.16
16905, 0.25
16906, 0.69
16907, 0.89
16908, 0.22
16909, 0.07
16910, 0.20
16911, 0.54
16912, 0.18
16913, 0.06
16914, 0.54
16915, 0.47
16916, 0.52
16917, 0.26
16918, 0.17
16919, 0.23
16920, 0.29
16921, 0.32
16922, 0.44
16923, 0.37
16924, 0.66
16925, 0.71
16926, 0.74
16927, 0.46
16928, 0.23
16929, 0.29
16930, 0.13
16931, 0.85
16932, 0.14
16933, 0.40
16934, 0.52
16935, 0.20
16936, 0.26
16937, 0.42
16938, 0.25
16939, 0.41
16940, 0.17
16941, 0.24
16942, 0.52
16943, 0.27
16944, 0.53
16945, 0.09
16946, 0.23
16947, 0.18
16948, 0.29
16949, 0.36
16950, 0.61
16951, 0.20
16952, 0.69
16953, 0.16
16954, 0.60
16955, 0.34
16956, 0.41
16957, 0.25
16958, 0.30
16959, 0.41
16960, 0.28
16961, 0.25
16962, 0.31
16963, 0.30
16964, 0.42
16965, 0.22
16966, 0.25
16967, 0.30
16968, 0.11
16969, 0.06
16970, 0.52
16971, 0.25
16972, 0.16
16973, 0.46
16974, 0.14
16975, 0.14
16976, 0.33
16977, 0.30
16978, 0.35
16979, 0.64
16980, 0.44
16981, 0.40
16982, 0.23
16983, 0.27
16984, 0.39
16985, 0.46
16986, 0.64
16987, 0.45
16988, 0.44
16989, 0.37
16990, 0.43
16991, 0.19
16992, 0.54
16993, 0.27
16994, 0.64
16995, 0.33
16996, 0.29
16997, 0.28
16998, 0.21
16999, 0.10
17000, 0.37
17001, 0.21
17002, 0.58
17003, 0.17
17004, 0.16
17005, 0.58
17006, 0.34
17007, 0.94
17008, 0.34
17009, 0.24
17010, 0.08
17011, 0.35
17012, 0.22
17013, 0.20
17014, 0.19
17015, 0.33
17016, 0.48
17017, 0.18
17018, 0.35
17019, 0.20
17020, 0.22
17021, 0.18
17022, 0.27
17023, 0.27
17024, 0.62
17025, 0.12
17026, 0.12
17027, 0.11
17028, 0.26
17029, 0.61
17030, 0.54
17031, 0.40
17032, 0.39
17033, 0.19
17034, 0.27
17035, 0.30
17036, 0.74
17037, 0.40
17038, 0.71
17039, 0.15
17040, 0.39
17041, 0.12
17042, 0.57
17043, 0.58
17044, 0.23
17045, 0.55
17046, 0.12
17047, 0.25
17048, 0.30
17049, 0.21
17050, 0.21
17051, 0.33
17052, 0.26
17053, 0.44
17054, 0.29
17055, 0.19
17056, 0.19
17057, 0.16
17058, 0.42
17059, 0.19
17060, 0.36
17061, 0.24
17062, 0.18
17063, 0.26
17064, 0.31
17065, 0.53
17066, 0.26
17067, 0.07
17068, 0.42
17069, 0.58
17070, 0.18
17071, 0.26
17072, 0.20
17073, 0.22
17074, 0.39
17075, 0.74
17076, 0.35
17077, 0.18
17078, 0.26
17079, 0.44
17080, 0.14
17081, 0.61
17082, 0.52
17083, 0.19
17084, 0.04
17085, 0.49
17086, 0.63
17087, 0.05
17088, 0.13
17089, 0.28
17090, 0.29
17091, 0.17
17092, 0.14
17093, 0.81
17094, 0.46
17095, 0.54
17096, 0.57
17097, 0.19
17098, 0.23
17099, 0.08
17100, 0.60
17101, 0.14
17102, 0.22
17103, 0.30
17104, 0.16
17105, 0.13
17106, 0.11
17107, 0.43
17108, 0.45
17109, 0.41
17110, 0.19
17111, 0.66
17112, 0.37
17113, 0.12
17114, 0.17
17115, 0.19
17116, 0.83
17117, 0.31
17118, 0.35
17119, 0.59
17120, 0.49
17121, 0.05
17122, 0.34
17123, 0.23
17124, 0.25
17125, 0.29
17126, 0.97
17127, 0.20
17128, 0.11
17129, 0.22
17130, 0.47
17131, 0.50
17132, 0.55
17133, 0.18
17134, 0.43
17135, 0.20
17136, 0.07
17137, 0.71
17138, 0.35
17139, 0.20
17140, 0.19
17141, 0.24
17142, 0.23
17143, 0.24
17144, 0.78
17145, 0.33
17146, 0.55
17147, 0.33
17148, 0.40
17149, 0.40
17150, 0.20
17151, 0.10
17152, 0.42
17153, 0.22
17154, 0.08
17155, 0.19
17156, 0.30
17157, 0.45
17158, 0.42
17159, 0.28
17160, 0.10
17161, 0.32
17162, 0.36
17163, 0.20
17164, 0.26
17165, 0.18
17166, 0.19
17167, 0.36
17168, 0.36
17169, 0.10
17170, 0.18
17171, 0.20
17172, 0.49
17173, 0.07
17174, 0.26
17175, 0.82
17176, 0.29
17177, 0.11
17178, 0.56
17179, 0.11
17180, 0.11
17181, 0.24
17182, 0.19
17183, 0.41
17184, 0.13
17185, 0.85
17186, 0.39
17187, 0.41
17188, 0.18
17189, 0.39
17190, 0.09
17191, 0.30
17192, 0.40
17193, 0.38
17194, 0.32
17195, 0.55
17196, 0.44
17197, 0.48
17198, 0.21
17199, 0.54
17200, 0.38
17201, 0.41
17202, 0.10
17203, 0.62
17204, 0.30
17205, 0.21
17206, 0.18
17207, 0.32
17208, 0.15
17209, 0.22
17210, 0.32
17211, 0.42
17212, 0.20
17213, 0.22
17214, 0.34
17215, 0.29
17216, 0.21
17217, 0.18
17218, 0.12
17219, 0.46
17220, 0.25
17221, 0.36
17222, 0.38
17223, 0.23
17224, 0.21
17225, 0.16
17226, 0.18
17227, 0.61
17228, 0.28
17229, 0.46
17230, 0.84
17231, 0.29
17232, 0.17
17233, 0.64
17234, 0.17
17235, 0.19
17236, 0.16
17237, 0.20
17238, 0.60
17239, 0.44
17240, 0.15
17241, 0.18
17242, 0.36
17243, 0.19
17244, 0.18
17245, 0.44
17246, 0.29
17247, 0.24
17248, 0.07
17249, 0.16
17250, 0.24
17251, 0.53
17252, 0.08
17253, 0.23
17254, 0.29
17255, 0.36
17256, 0.10
17257, 0.59
17258, 0.16
17259, 0.58
17260, 0.28
17261, 0.29
17262, 0.47
17263, 0.53
17264, 0.42
17265, 0.27
17266, 0.38
17267, 0.35
17268, 0.32
17269, 0.16
17270, 0.29
17271, 0.26
17272, 0.30
17273, 0.34
17274, 0.30
17275, 0.51
17276, 0.25
17277, 0.18
17278, 0.67
17279, 0.12
17280, 0.22
17281, 0.45
17282, 0.20
17283, 0.65
17284, 0.21
17285, 0.72
17286, 0.29
17287, 0.53
17288, 0.40
17289, 0.39
17290, 0.54
17291, 0.24
17292, 0.24
17293, 0.30
17294, 0.58
17295, 0.57
17296, 0.24
17297, 0.17
17298, 0.08
17299, 0.08
17300, 0.29
17301, 0.14
17302, 0.19
17303, 0.17
17304, 0.20
17305, 0.14
17306, 0.21
17307, 0.31
17308, 0.20
17309, 0.15
17310, 0.46
17311, 0.18
17312, 0.39
17313, 0.70
17314, 0.65
17315, 0.35
17316, 0.32
17317, 0.43
17318, 0.13
17319, 0.08
17320, 0.24
17321, 0.44
17322, 0.24
17323, 0.81
17324, 0.36
17325, 0.66
17326, 0.32
17327, 0.49
17328, 0.37
17329, 0.22
17330, 0.18
17331, 0.25
17332, 0.38
17333, 0.46
17334, 0.61
17335, 0.28
17336, 0.67
17337, 0.16
17338, 0.08
17339, 0.22
17340, 0.25
17341, 0.35
17342, 0.20
17343, 0.28
17344, 0.29
17345, 0.29
17346, 0.63
17347, 0.18
17348, 0.22
17349, 0.30
17350, 0.22
17351, 0.21
17352, 0.27
17353, 0.34
17354, 0.78
17355, 0.29
17356, 0.27
17357, 0.14
17358, 0.53
17359, 0.44
17360, 0.12
17361, 0.70
17362, 0.72
17363, 0.22
17364, 0.15
17365, 0.19
17366, 0.41
17367, 0.28
17368, 0.45
17369, 0.42
17370, 0.21
17371, 0.33
17372, 0.14
17373, 0.45
17374, 0.27
17375, 0.68
17376, 0.50
17377, 0.07
17378, 0.59
17379, 0.12
17380, 0.19
17381, 0.30
17382, 0.32
17383, 0.18
17384, 0.38
17385, 0.33
17386, 0.20
17387, 0.15
17388, 0.36
17389, 0.54
17390, 0.77
17391, 0.20
17392, 0.28
17393, 0.41
17394, 0.11
17395, 0.36
17396, 0.12
17397, 0.20
17398, 0.08
17399, 0.37
17400, 0.34
17401, 0.46
17402, 0.23
17403, 0.28
17404, 0.23
17405, 0.79
17406, 0.36
17407, 0.19
17408, 0.25
17409, 0.20
17410, 0.31
17411, 0.30
17412, 0.35
17413, 0.08
17414, 0.22
17415, 0.41
17416, 0.16
17417, 0.27
17418, 0.36
17419, 0.18
17420, 0.22
17421, 0.43
17422, 0.17
17423, 0.40
17424, 0.22
17425, 0.24
17426, 0.19
17427, 0.49
17428, 0.80
17429, 0.24
17430, 0.48
17431, 0.41
17432, 0.44
17433, 0.43
17434, 0.24
17435, 0.44
17436, 0.33
17437, 0.30
17438, 0.46
17439, 0.07
17440, 0.37
17441, 0.34
17442, 0.77
17443, 0.39
17444, 0.53
17445, 0.17
17446, 0.45
17447, 0.29
17448, 0.23
17449, 0.25
17450, 0.10
17451, 0.40
17452, 0.33
17453, 0.51
17454, 0.17
17455, 0.52
17456, 0.27
17457, 0.36
17458, 0.41
17459, 0.20
17460, 0.66
17461, 0.90
17462, 0.26
17463, 0.35
17464, 0.28
17465, 0.19
17466, 0.13
17467, 0.26
17468, 0.42
17469, 0.25
17470, 0.88
17471, 0.80
17472, 0.48
17473, 0.46
17474, 0.38
17475, 0.36
17476, 0.41
17477, 0.69
17478, 0.34
17479, 0.23
17480, 0.16
17481, 0.20
17482, 0.14
17483, 0.63
17484, 0.62
17485, 0.47
17486, 0.24
17487, 0.28
17488, 0.28
17489, 0.18
17490, 0.39
17491, 0.33
17492, 0.30
17493, 0.30
17494, 0.43
17495, 0.13
17496, 0.74
17497, 0.33
17498, 0.32
17499, 0.60
17500, 0.18
17501, 0.16
17502, 0.18
17503, 0.27
17504, 0.21
17505, 0.23
17506, 0.23
17507, 0.50
17508, 0.32
17509, 0.35
17510, 0.17
17511, 0.45
17512, 0.76
17513, 0.59
17514, 0.16
17515, 0.39
17516, 0.05
17517, 0.24
17518, 0.28
17519, 0.38
17520, 0.36
17521, 0.36
17522, 0.38
17523, 0.13
17524, 0.33
17525, 0.22
17526, 0.32
17527, 0.50
17528, 0.59
17529, 0.40
17530, 0.22
17531, 0.15
17532, 0.41
17533, 0.75
17534, 0.36
17535, 0.40
17536, 0.15
17537, 0.52
17538, 0.80
17539, 0.35
17540, 0.17
17541, 0.28
17542, 0.24
17543, 0.29
17544, 0.05
17545, 0.25
17546, 0.96
17547, 0.27
17548, 0.91
17549, 0.26
17550, 0.08
17551, 0.91
17552, 0.23
17553, 0.50
17554, 0.25
17555, 0.82
17556, 0.68
17557, 0.40
17558, 0.13
17559, 0.34
17560, 0.63
17561, 0.36
17562, 0.36
17563, 0.40
17564, 0.34
17565, 0.66
17566, 0.73
17567, 0.38
17568, 0.38
17569, 0.23
17570, 0.41
17571, 0.04
17572, 0.22
17573, 0.30
17574, 0.11
17575, 0.25
17576, 0.26
17577, 0.17
17578, 0.32
17579, 0.29
17580, 0.45
17581, 0.77
17582, 0.36
17583, 0.49
17584, 0.77
17585, 0.18
17586, 0.41
17587, 0.80
17588, 0.21
17589, 0.39
17590, 0.20
17591, 0.02
17592, 0.35
17593, 0.38
17594, 0.54
17595, 0.36
17596, 0.27
17597, 0.22
17598, 0.37
17599, 0.23
17600, 0.37
17601, 0.24
17602, 0.37
17603, 0.59
17604, 0.53
17605, 0.19
17606, 0.28
17607, 0.16
17608, 0.10
17609, 0.55
17610, 0.15
17611, 0.33
17612, 0.10
17613, 0.37
17614, 0.26
17615, 0.24
17616, 0.42
17617, 0.21
17618, 0.36
17619, 0.28
17620, 0.48
17621, 0.30
17622, 0.34
17623, 0.35
17624, 0.34
17625, 0.93
17626, 0.28
17627, 0.37
17628, 0.54
17629, 0.18
17630, 0.23
17631, 0.62
17632, 0.41
17633, 0.45
17634, 0.45
17635, 0.29
17636, 0.24
17637, 0.19
17638, 0.09
17639, 0.07
17640, 0.53
17641, 0.50
17642, 0.20
17643, 0.21
17644, 0.31
17645, 0.52
17646, 0.23
17647, 0.26
17648, 0.27
17649, 0.25
17650, 0.37
17651, 0.35
17652, 0.23
17653, 0.13
17654, 0.23
17655, 0.05
17656, 0.25
17657, 0.51
17658, 0.31
17659, 0.20
17660, 0.33
17661, 0.17
17662, 0.14
17663, 0.25
17664, 0.15
17665, 0.11
17666, 0.30
17667, 0.58
17668, 0.27
17669, 0.20
17670, 0.26
17671, 0.14
17672, 0.31
17673, 0.38
17674, 0.29
17675, 0.37
17676, 0.19
17677, 0.82
17678, 0.23
17679, 0.31
17680, 0.44
17681, 0.59
17682, 0.35
17683, 0.38
17684, 0.25
17685, 0.26
17686, 0.27
17687, 0.27
17688, 0.22
17689, 0.60
17690, 0.07
17691, 0.07
17692, 0.48
17693, 0.36
17694, 0.28
17695, 0.07
17696, 0.24
17697, 0.54
17698, 0.16
17699, 0.29
17700, 0.07
17701, 0.20
17702, 0.19
17703, 0.35
17704, 0.08
17705, 0.29
17706, 0.34
17707, 0.19
17708, 0.32
17709, 0.33
17710, 0.35
17711, 0.47
17712, 0.24
17713, 0.19
17714, 0.44
17715, 0.35
17716, 0.55
17717, 0.22
17718, 0.47
17719, 0.48
17720, 0.29
17721, 0.12
17722, 0.41
17723, 0.41
17724, 0.34
17725, 0.50
17726, 0.65
17727, 0.30
17728, 0.27
17729, 0.19
17730, 0.20
17731, 0.23
17732, 0.63
17733, 0.54
17734, 0.27
17735, 0.22
17736, 0.22
17737, 0.10
17738, 0.70
17739, 0.68
17740, 0.77
17741, 0.37
17742, 0.28
17743, 0.04
17744, 0.13
17745, 0.19
17746, 0.44
17747, 0.44
17748, 0.38
17749, 0.43
17750, 0.28
17751, 0.47
17752, 0.42
17753, 0.15
17754, 0.45
17755, 0.24
17756, 0.56
17757, 0.09
17758, 0.21
17759, 0.18
17760, 0.08
17761, 0.58
17762, 0.26
17763, 0.13
17764, 0.28
17765, 0.35
17766, 0.18
17767, 0.40
17768, 0.22
17769, 0.92
17770, 0.48
17771, 0.18
17772, 0.37
17773, 0.60
17774, 0.21
17775, 0.50
17776, 0.64
17777, 0.25
17778, 0.37
17779, 0.15
17780, 0.11
17781, 0.17
17782, 0.36
17783, 0.11
17784, 0.30
17785, 0.57
17786, 0.27
17787, 0.44
17788, 0.19
17789, 0.42
17790, 0.19
17791, 0.26
17792, 0.36
17793, 0.48
17794, 0.56
17795, 0.41
17796, 0.62
17797, 0.28
17798, 0.39
17799, 0.31
17800, 0.22
17801, 0.46
17802, 0.34
17803, 0.73
17804, 0.35
17805, 0.24
17806, 0.37
17807, 0.58
17808, 0.81
17809, 0.47
17810, 0.98
17811, 0.53
17812, 0.18
17813, 0.32
17814, 0.79
17815, 0.33
17816, 0.87
17817, 0.18
17818, 0.26
17819, 0.24
17820, 0.21
17821, 0.36
17822, 0.21
17823, 0.25
17824, 0.46
17825, 0.61
17826, 0.10
17827, 0.28
17828, 0.23
17829, 0.41
17830, 0.78
17831, 0.28
17832, 0.43
17833, 0.66
17834, 0.74
17835, 0.31
17836, 0.80
17837, 0.51
17838, 0.07
17839, 0.22
17840, 0.15
17841, 0.61
17842, 0.34
17843, 0.36
17844, 0.19
17845, 0.72
17846, 0.32
17847, 0.35
17848, 0.73
17849, 0.53
17850, 0.64
17851, 0.21
17852, 0.60
17853, 0.20
17854, 0.16
17855, 0.47
17856, 0.31
17857, 0.15
17858, 0.26
17859, 0.20
17860, 0.33
17861, 0.39
17862, 0.28
17863, 0.34
17864, 0.40
17865, 0.21
17866, 0.68
17867, 0.25
17868, 0.15
17869, 0.31
17870, 0.20
17871, 0.78
17872, 0.36
17873, 0.47
17874, 0.46
17875, 0.31
17876, 0.18
17877, 0.63
17878, 0.39
17879, 0.36
17880, 0.37
17881, 0.30
17882, 0.17
17883, 0.24
17884, 0.38
17885, 0.31
17886, 0.09
17887, 0.12
17888, 0.14
17889, 0.15
17890, 0.33
17891, 0.06
17892, 0.18
17893, 0.18
17894, 0.66
17895, 0.72
17896, 0.36
17897, 0.27
17898, 0.19
17899, 0.77
17900, 0.83
17901, 0.51
17902, 0.21
17903, 0.32
17904, 0.07
17905, 0.23
17906, 0.31
17907, 0.16
17908, 0.64
17909, 0.62
17910, 0.77
17911, 0.34
17912, 0.07
17913, 0.09
17914, 0.58
17915, 0.25
17916, 0.25
17917, 0.29
17918, 0.49
17919, 0.54
17920, 0.47
17921, 0.09
17922, 0.40
17923, 0.30
17924, 0.51
17925, 0.15
17926, 0.24
17927, 0.14
17928, 0.60
17929, 0.18
17930, 0.41
17931, 0.21
17932, 0.68
17933, 0.49
17934, 0.73
17935, 0.47
17936, 0.41
17937, 0.13
17938, 0.52
17939, 0.44
17940, 0.33
17941, 0.36
17942, 0.24
17943, 0.16
17944, 0.78
17945, 0.49
17946, 0.42
17947, 0.10
17948, 0.42
17949, 0.36
17950, 0.24
17951, 0.94
17952, 0.27
17953, 0.28
17954, 0.33
17955, 0.05
17956, 0.30
17957, 0.59
17958, 0.34
17959, 0.51
17960, 0.60
17961, 0.14
17962, 0.24
17963, 0.46
17964, 0.25
17965, 0.16
17966, 0.67
17967, 0.39
17968, 0.34
17969, 0.27
17970, 0.29
17971, 0.65
17972, 0.17
17973, 0.31
17974, 0.44
17975, 0.28
17976, 0.60
17977, 0.34
17978, 0.26
17979, 0.22
17980, 0.27
17981, 0.55
17982, 0.20
17983, 0.10
17984, 0.32
17985, 0.18
17986, 0.27
17987, 0.91
17988, 0.29
17989, 0.21
17990, 0.26
17991, 0.58
17992, 0.15
17993, 0.06
17994, 0.73
17995, 0.08
17996, 0.28
17997, 0.68
17998, 0.19
17999, 0.60
18000, 0.21
18001, 0.21
18002, 0.15
18003, 0.51
18004, 0.81
18005, 0.19
18006, 0.21
18007, 0.63
18008, 0.32
18009, 0.38
18010, 0.38
18011, 0.21
18012, 0.18
18013, 0.52
18014, 0.25
18015, 0.30
18016, 0.06
18017, 0.60
18018, 0.69
18019, 0.04
18020, 0.22
18021, 0.34
18022, 0.25
18023, 0.19
18024, 0.21
18025, 0.93
18026, 0.09
18027, 0.42
18028, 0.25
18029, 0.36
18030, 0.25
18031, 0.26
18032, 0.23
18033, 0.24
18034, 0.15
18035, 0.22
18036, 0.35
18037, 0.34
18038, 0.08
18039, 0.47
18040, 0.26
18041, 0.50
18042, 0.22
18043, 0.67
18044, 0.32
18045, 0.28
18046, 0.47
18047, 0.18
18048, 0.26
18049, 0.10
18050, 0.40
18051, 0.17
18052, 0.85
18053, 0.20
18054, 0.26
18055, 0.23
18056, 0.37
18057, 0.37
18058, 0.50
18059, 0.17
18060, 0.33
18061, 0.26
18062, 0.09
18063, 0.52
18064, 0.87
18065, 0.29
18066, 0.25
18067, 0.08
18068, 0.79
18069, 0.43
18070, 0.31
18071, 0.32
18072, 0.23
18073, 0.42
18074, 0.07
18075, 0.51
18076, 0.38
18077, 0.21
18078, 0.76
18079, 0.47
18080, 0.13
18081, 0.28
18082, 0.07
18083, 0.41
18084, 0.12
18085, 0.19
18086, 0.42
18087, 0.34
18088, 0.31
18089, 0.42
18090, 0.34
18091, 0.35
18092, 0.89
18093, 0.02
18094, 0.23
18095, 0.37
18096, 0.68
18097, 0.57
18098, 0.34
18099, 0.27
18100, 0.08
18101, 0.33
18102, 0.13
18103, 0.60
18104, 0.06
18105, 0.96
18106, 0.68
18107, 0.48
18108, 0.14
18109, 0.61
18110, 0.18
18111, 0.06
18112, 0.49
18113, 0.14
18114, 0.60
18115, 0.85
18116, 0.91
18117, 0.18
18118, 0.49
18119, 0.19
18120, 0.32
18121, 0.91
18122, 0.15
18123, 0.17
18124, 0.06
18125, 0.37
18126, 0.25
18127, 0.11
18128, 0.53
18129, 0.12
18130, 0.41
18131, 0.71
18132, 0.46
18133, 0.29
18134, 0.16
18135, 0.31
18136, 0.30
18137, 0.82
18138, 0.17
18139, 0.50
18140, 0.32
18141, 0.28
18142, 0.31
18143, 0.26
18144, 0.60
18145, 0.33
18146, 0.11
18147, 0.39
18148, 0.31
18149, 0.19
18150, 0.21
18151, 0.15
18152, 0.18
18153, 0.35
18154, 0.31
18155, 0.38
18156, 0.21
18157, 0.38
18158, 0.15
18159, 0.27
18160, 0.75
18161, 0.22
18162, 0.56
18163, 0.07
18164, 0.51
18165, 0.22
18166, 0.05
18167, 0.29
18168, 0.88
18169, 0.30
18170, 0.16
18171, 0.18
18172, 0.84
18173, 0.55
18174, 0.36
18175, 0.43
18176, 0.45
18177, 0.21
18178, 0.76
18179, 0.18
18180, 0.35
18181, 0.71
18182, 0.02
18183, 0.36
18184, 0.07
18185, 0.36
18186, 0.23
18187, 0.47
18188, 0.23
18189, 0.17
18190, 0.18
18191, 0.33
18192, 0.46
18193, 0.23
18194, 0.31
18195, 0.13
18196, 0.23
18197, 0.36
18198, 0.21
18199, 0.07
18200, 0.23
18201, 0.26
18202, 0.75
18203, 0.20
18204, 0.32
18205, 0.08
18206, 0.19
18207, 0.10
18208, 0.22
18209, 0.52
18210, 0.47
18211, 0.32
18212, 0.17
18213, 0.49
18214, 0.42
18215, 0.32
18216, 0.38
18217, 0.39
18218, 0.51
18219, 0.59
18220, 0.35
18221, 0.62
18222, 0.38
18223, 0.27
18224, 0.18
18225, 0.34
18226, 0.77
18227, 0.39
18228, 0.57
18229, 0.19
18230, 0.24
18231, 0.71
18232, 0.58
18233, 0.12
18234, 0.31
18235, 0.22
18236, 0.59
18237, 0.11
18238, 0.18
18239, 0.70
18240, 0.27
18241, 0.18
18242, 0.43
18243, 0.20
18244, 0.17
18245, 0.09
18246, 0.30
18247, 0.44
18248, 0.44
18249, 0.18
18250, 0.18
18251, 0.13
18252, 0.44
18253, 0.14
18254, 0.42
18255, 0.22
18256, 0.60
18257, 0.18
18258, 0.41
18259, 0.53
18260, 0.76
18261, 0.77
18262, 0.11
18263, 0.25
18264, 0.75
18265, 0.21
18266, 0.16
18267, 0.36
18268, 0.25
18269, 0.30
18270, 0.37
18271, 0.39
18272, 0.54
18273, 0.70
18274, 0.55
18275, 0.55
18276, 0.12
18277, 0.35
18278, 0.15
18279, 0.20
18280, 0.67
18281, 0.40
18282, 0.05
18283, 0.21
18284, 0.17
18285, 0.41
18286, 0.33
18287, 0.14
18288, 0.49
18289, 0.17
18290, 0.27
18291, 0.50
18292, 0.38
18293, 0.39
18294, 0.28
18295, 0.80
18296, 0.18
18297, 0.82
18298, 0.39
18299, 0.36
18300, 0.40
18301, 0.22
18302, 0.29
18303, 0.23
18304, 0.39
18305, 0.18
18306, 0.66
18307, 0.35
18308, 0.27
18309, 0.52
18310, 0.38
18311, 0.26
18312, 0.24
18313, 0.42
18314, 0.47
18315, 0.30
18316, 0.84
